name,hint1,hint2
Redman,"A high-energy rap lyricist known for his humorous, weed-centric rhymes and long-running comedic partnership with a fellow rap icon.","The New Jersey rapper known for Muddy Waters, energetic wordplay, and a long partnership with Method Man."
Busta Rhymes,"A wild, rapid-fire rapper known for his explosive vocal delivery, outrageous music videos, and legendary high-speed featured verses.","The rapid-fire rapper known for explosive delivery, elaborate videos, and memorable guest verses."
The Game,A rap artist whose debut album helped revitalize his region's hip-hop scene in the mid-2000s under the mentorship of major producers.,The Compton rapper whose debut album helped re-energize West Coast hip-hop in the 2000s.
Ja Rule,A raspy-voiced rapper who dominated early 2000s radio charts with a string of duets alongside female pop and soul stars.,The rapper and singer known for early-2000s crossover hits and melodic collaborations.
Bow Wow,"A former child rap star who dropped the diminutive prefix from his name as he grew up, transitioning into acting and television hosting.",The former child rap star who moved from early hits into acting and television hosting.
DJ Khaled,A charismatic social media star and music executive known for shouting his name on tracks and assembling massive all-star rap collaborations.,The producer and media personality known for all-star rap collaborations and motivational catchphrases.
Rick Rubin,"A barefoot, bearded super-producer who co-founded a legendary hip-hop label in his college dorm and produced landmark rock and rap records.",The minimalist producer who co-founded Def Jam and shaped landmark albums across rock and hip-hop.
Dr. Dre,A pioneering producer and rapper who defined hip-hop across multiple decades and co-founded a billion-dollar headphone company.,The producer and rapper who helped define West Coast hip-hop and founded Aftermath Entertainment.
Questlove,"A afro-wearing drummer, joint late-night bandleader, and music historian who co-founded a legendary live hip-hop band.","The Roots drummer, producer, filmmaker, and music historian known for deep cultural range."
Ringo Starr,"The cheerful, peace-and-love-promoting drummer for the most famous rock band in history who also sang lead on a yellow submarine song.",The Beatles drummer whose cheerful persona and steady playing made him a global music legend.
Paul McCartney,A legendary bass player and melodic songwriting genius who formed the most successful pop music partnership in history.,The Beatles songwriter and bassist whose solo career extended one of popular music's greatest legacies.
Neil Diamond,A deep-voiced singer-songwriter behind timeless sing-along stadium anthems and decades of adult contemporary pop hits.,The singer-songwriter behind Sweet Caroline and a vast catalog of American pop standards.
Bob Dylan,A raspy-voiced folk-rock poet whose protest songs and literate lyrics earned him the highest international literary honor.,The Nobel-winning songwriter whose poetic folk and rock songs transformed popular music.
Stevie Wonder,"A blind musical prodigy who mastered keyboards and harmonica, releasing a streak of classic 1970s soul and funk albums.","The blind musical prodigy whose soul, pop, and keyboard recordings became timeless classics."
Lionel Richie,A smooth soul singer and ballad master who went from fronting a 1970s funk group to becoming a massive 1980s solo pop superstar.,"The Commodores singer and solo hitmaker behind Hello, All Night Long, and We Are the World."
Carlos Santana,"A virtuosic guitarist who fused regional percussion with rock music, performing at a legendary 1969 festival and staging a massive 1999 comeback.",The guitarist whose Latin-rock sound and Woodstock-era performances became instantly recognizable.
John Mayer,A guitar virtuoso and smooth pop singer who transitioned from acoustic radio hits to blues trio playing and touring with former jam rock band members.,The singer-songwriter and guitarist who moved from acoustic pop into acclaimed blues playing.
Keith Urban,A talented guitarist and country-pop singer from down under known for his high-energy live shows and judging on a singing competition.,The country singer and guitarist known for arena hits and a long-running American television judging role.
Tim McGraw,A hat-wearing country superstar who dominated 1990s and 2000s radio with emotional ballads and energetic country hits.,The country singer and actor whose crossover hits made him a Nashville and Hollywood fixture.
Luke Bryan,"A cheerful country star known for his party anthems, signature dance moves, and judging on a television singing competition.",The country singer and American Idol judge known for upbeat stadium-friendly hits.
Kenny Chesney,"A country superstar famous for his beach-themed island anthems, sleeveless shirts, and filling massive football stadiums every summer.",The country star known for beach-themed hits and some of the genre's biggest concert tours.
Garth Brooks,"A country megastar whose explosive, rock-style arena shows and record-shattering album sales brought country music into the mainstream pop tier.",The country superstar whose arena shows and crossover popularity changed the scale of Nashville music.
Zach Bryan,"A former naval sailor whose raw, unpolished acoustic country songwriting and raspy vocals became a massive independent streaming phenomenon.",The former Navy sailor whose raw country songwriting became a major streaming phenomenon.
David Gilmour,"A progressive rock guitarist and vocalist renowned for his atmospheric, soaring electric guitar solos and spacious tone.",The Pink Floyd guitarist and singer known for spacious solos and landmark progressive-rock albums.
Sting,"A literate singer, songwriter, and bass player who fronted a legendary new wave rock trio before embarking on a successful jazz-pop solo career.","The Police frontman and solo songwriter known for literate pop, rock, and jazz influences."
Van Morrison,"A soulful, mystical singer-songwriter known for his poetic lyrics, blending traditional folk with soul, and a timeless brown-eyed girl hit.","The singer-songwriter whose soulful, mystical recordings include Astral Weeks and Moondance."
Bono,An iconic rock frontman and global activist known for wearing tinted wraparound sunglasses and leading a global stadium rock band.,The U2 frontman known for anthemic rock songs and highly visible humanitarian advocacy.
Thom Yorke,"An experimental rock frontman known for his haunting falsetto, expressive dancing, and leading an innovative art-rock band.","The Radiohead frontman known for experimental vocals, electronic textures, and art-rock songwriting."
George Strait,"The traditional country music icon known as the king of his genre, famous for his cowboy hat, western shirt, and holding over 60 number-one hits.",The country singer known as the King of Country for an unmatched run of traditional hits.
Alan Jackson,"A mustache-wearing traditional country icon who wrote simple, honest songs about small-town life, trucks, and working people.",The country singer whose songs blend honky-tonk tradition with mainstream Nashville success.
Brad Paisley,"A virtuosic country guitarist known for his humorous lyrics, signature cowboy hat, and telecaster picking style.","The country guitarist and singer known for clever songs, virtuoso playing, and television hosting."
Jason Aldean,A country-rock singer who pioneered a heavy guitar-driven sound and filled arenas with anthems about dirt roads.,The country singer known for arena-sized songs and a blend of country with rock production.
Eric Church,A rebellious country singer-songwriter known for wearing aviator sunglasses on stage and his fierce independence from the music industry.,"The country singer-songwriter known for rebellious concert energy and a broad, loyal fan base."
Thomas Rhett,A country-pop singer-songwriter known for blending modern soul grooves into his country hits and his prominent country music lineage.,The country-pop singer known for polished crossover hits and a prominent Nashville family background.
John Cusack,An actor who defined 1980s alternative romance holding a boombox over his head before starring in dark comedies and disaster films.,"The actor known for Say Anything..., High Fidelity, and a long run of romantic, comic, and dramatic roles."
Jeremy Renner,An actor who earned dramatic acclaim playing a bomb disposal expert before picking up a bow and arrow as a superhero hawk marksman.,"The actor known for The Hurt Locker, The Avengers, and the Mission: Impossible films."
Christopher Lloyd,"An eccentric, wide-eyed character actor who played a wild-haired time-traveling scientist and a creepy estate butler.",The eccentric screen legend famous for Back to the Future and Taxi.
Sean Connery,"The suave, distinctly accented screen icon who originated the most famous fictional secret agent on film and played an aged archaeologist father.",The first major film James Bond who also won acclaim for The Untouchables and Indiana Jones.
Jude Law,"A handsome actor known for playing a charming aristocratic playboy, a brilliant doctor companion to a detective, and a young pope.","The actor known for The Talented Mr. Ripley, Sherlock Holmes, and a long prestige-film career."
Colin Firth,A refined actor who portrayed a stammering monarch winning a top film honor and a suave umbrella-wielding secret agent.,"The actor famous for Pride and Prejudice, The King's Speech, and Bridget Jones's Diary."
Clive Owen,A gravelly-voiced actor known for his brooding antihero roles in futuristic dystopian thrillers and slick crime dramas.,"The actor known for Children of Men, Closer, and a cool thriller-star presence."
Orlando Bloom,"An actor who played a blonde, bow-wielding elf warrior in an epic fantasy trilogy and a blacksmith turned pirate on the high seas.","The star of The Lord of the Rings, Pirates of the Caribbean, and Troy."
Viggo Mortensen,A dedicated actor and artist who played a brave human ranger king in a fantasy trilogy and earned dramatic acclaim in crime thrillers.,The actor known for playing Aragorn and for acclaimed work in Eastern Promises and Green Book.
Jason Isaacs,"An actor renowned for playing sinister, arrogant villains including a silver-haired dark wizard father and a ruthless officer in a historical war drama.","The actor known for Harry Potter, The Patriot, and sharply memorable villainous roles."
Danny DeVito,"A short, wildly energetic comedic actor and director who played a slimy taxi dispatcher, a trash-eating sitcom father, and a comic villain.","The short, instantly recognizable actor behind Taxi, Matilda, and It's Always Sunny in Philadelphia."
Danny Glover,A veteran actor and activist famous for playing a tired police detective who declares he is getting too old for this stuff.,The actor and activist known for Lethal Weapon and The Color Purple.
James Caan,An intense actor who played a hot-tempered mob brother in a cinematic masterpiece and a reclusive author held captive by a fan.,The actor who played Sonny Corleone and starred in Misery and Elf.
Peter Weller,An actor and art historian best known for playing a cybernetic police officer reconstructed after a fatal shooting in a sci-fi classic.,The actor famous for RoboCop and distinctive roles in film and television.
Treat Williams,A versatile actor who played a free-spirited hippie leader in a movie musical and a caring small-town doctor on a beloved television drama.,"The actor known for Hair, Everwood, and a long career in drama and television."
Bill Pullman,An actor famous for giving an inspiring presidential speech before battling invading aliens and starring in quirky romantic comedies.,"The actor known for Independence Day, While You Were Sleeping, and Lost Highway."
John Hurt,"A legendary character actor who played a tragic deformed man, a man with a chest-burster alien parasite, and a secret incarnation of a space doctor.","The acclaimed actor known for Alien, The Elephant Man, and Harry Potter."
Christopher Plummer,A distinguished actor who played a stern naval captain father who sang in a movie musical before winning an major award late in life.,The veteran actor who won an Oscar late in life and played Captain von Trapp.
Donald Sutherland,"A tall, deep-voiced actor who played a rebellious military surgeon, a grieving father, and a ruthless galactic dictator in a young adult franchise.","The prolific actor known for MASH, Ordinary People, and The Hunger Games."
James Woods,"An intense, fast-talking character actor known for playing corrupt lawyers, gangsters, and voicing a hot-tempered underworld god in an animated film.","The intense actor known for Videodrome, Casino, and acclaimed television work."
William Shatner,"The theatrical, pause-heavy actor who commanded a famous starship in the 1960s before playing a quirky, eccentric lawyer in his later career.",The actor who made Captain Kirk a television icon and later became a recording artist and author.
Hugo Weaving,"An actor with a deep, menacing voice who played a cybernetic suit-wearing agent, a wise elf lord, and a masked revolutionary.","The actor known for The Matrix, The Lord of the Rings, and V for Vendetta."
Martin Sheen,A respected actor who starred as an army captain traveling upriver in a war epic and played a beloved president on a political drama series.,"The actor known for Apocalypse Now, The West Wing, and a long family acting dynasty."
Emilio Estevez,An 1980s teen star who played an athletic high school wrestler in detention and later coached a youth ice hockey team.,"The actor and filmmaker known for The Breakfast Club, St. Elmo's Fire, and Young Guns."
Charlie Sheen,A wild comedic and dramatic actor who starred in war epics before becoming the highest-paid sitcom star playing a hedonistic jingle writer.,"The actor known for Platoon, Wall Street, Two and a Half Men, and a very public celebrity life."
Richard Dreyfuss,"An actor who played an oceanographer battling a giant shark, a man obsessed with a devil's tower mountain, and won a top acting award for a romantic comedy.","The Oscar-winning actor known for Jaws, Close Encounters of the Third Kind, and Mr. Holland's Opus."
Matthew Rhys,A actor who adopted a flawless local accent to play a deep-cover foreign spy living in suburban housing in a critically acclaimed drama.,"The actor known for The Americans, Perry Mason, and a quietly intense dramatic style."
Matthew Goode,"An actor known for his suave, aristocratic roles in period dramas, playing a genius inventor, and a brilliant blue superhero scientist.","The actor known for Downton Abbey, The Imitation Game, and Watchmen."
Damian Lewis,A red-headed actor who played a heroic wartime officer in a military miniseries and a conflicted former prisoner of war turned politician.,"The actor known for Band of Brothers, Homeland, and Billions."
Idris Elba,A commanding actor with a deep voice who played a calculating drug kingpin on cable television and a rugged detective in a tweed coat.,The actor who played Stringer Bell and became a major star in Luther and blockbuster films.
Chiwetel Ejiofor,"An actor who gave a heartbreaking, award-nominated performance as a free man kidnapped into slavery and played a sorcerer in a superhero film.","The actor known for 12 Years a Slave, Doctor Strange, and serious dramatic performances."
Daniel Dae Kim,An actor who played a castaway on a mysterious island series and a police officer on a rebooted island action series.,"The actor known for Lost, Hawaii Five-0, and a prominent role in Avatar: The Last Airbender."
Ken Watanabe,"An actor with a powerful screen presence who played a noble warrior commander, an inception businessman, and a monster researcher.","The Japanese actor known for The Last Samurai, Inception, and Godzilla."
Tony Leung,"A legendary romantic and dramatic film star known for his expressive eyes, starring in acclaimed international art-house films and a comic martial arts role.",The Hong Kong film legend known for In the Mood for Love and major martial-arts dramas.
Jet Li,"A former national martial arts champion who became a global martial arts film icon, known for his lightning-fast speed and graceful wushu choreography.","The martial-arts champion and film star known for Hero, Lethal Weapon 4, and The Expendables."
Jackie Chan,"A global action-comedy icon famous for performing his own dangerous stunts, using everyday props as weapons, and slapstick fight choreography.","The action-comedy legend famous for elaborate stunts, Rush Hour, and Police Story."
Donnie Yen,A martial arts superstar known for introducing wing chun choreography to mainstream cinema in an iconic biographical film franchise.,"The martial-arts star known for Ip Man, Rogue One, and fast, precise fight choreography."
Steven Seagal,"A ponytailed martial arts actor and aikido instructor known for his stoic demeanor, breaking wrists on screen, and playing an ex-SEAL cook on a battleship.",The aikido expert and action star known for Under Siege and a distinctive straight-faced persona.
Jean-Claude Van Damme,"A flexible martial arts actor nicknamed for his muscular build, famous for performing epic splits and starring in tournament fighting movies.","The action star known for Bloodsport, Kickboxer, and famous flexibility-based fight scenes."
Dolph Lundgren,"A towering, highly educated martial arts actor who played a cold foreign boxer demanding to break his opponent in a classic sports sequel.","The actor and martial artist known for Rocky IV, Universal Soldier, and The Expendables."
Chuck Norris,A martial artist and action star whose formidable tough-guy persona inspired a legendary internet meme phenomenon about his superhuman strength.,"The martial artist and action star known for Walker, Texas Ranger and an internet legend of toughness."
Ethan Hawke,A thoughtful actor and writer who starred in a multi-decade romantic film trilogy shot every nine years and a groundbreaking twelve-year aging drama.,"The actor and writer known for Before Sunrise, Training Day, and acclaimed independent films."
Emile Hirsch,An actor who gave an intense physical performance as a real-life idealist who abandoned society to live in the wilderness in an abandoned bus.,"The actor known for Into the Wild, Speed Racer, and challenging independent roles."
Logan Lerman,An actor who played a young demigod son of a sea god in a fantasy adaptation and a shy high school freshman writing letters to an unnamed friend.,"The actor known for Percy Jackson, The Perks of Being a Wallflower, and Fury."
Ashton Kutcher,"A goofy sitcom actor turned venture capitalist who played a trucker-hat-wearing stoner, hosted a hidden-camera prank show, and invested early in tech startups.",The actor from That '70s Show and Two and a Half Men who became a technology investor.
Neil Patrick Harris,"A former child star who played a teenage doctor before reinventing his career as a suit-wearing, playbook-using womanizer on a hit sitcom.","The actor known for Doogie Howser, How I Met Your Mother, and major awards-show hosting."
Jason Segel,"A tall, endearing comedic actor and writer who played a hopeless romantic lawyer on a sitcom, created a puppet musical, and revived a famous puppet franchise.","The actor and writer known for Forgetting Sarah Marshall, Freaks and Geeks, and How I Met Your Mother."
Josh Radnor,"An actor, director, and musician best known for playing a hopeless romantic architect searching for his future wife over nine seasons of a sitcom.","The actor, writer, and director known for playing Ted Mosby on How I Met Your Mother."
Mike Judge,"An animator and filmmaker who created a famous slack-jawed teenager duo, an animated suburban family sitcom, and directed a cult office satire.","The animator and creator behind Beavis and Butt-Head, King of the Hill, and Office Space."
Trey Parker,A satirical genius who co-created an outrageously offensive paper-cutout animated series and co-wrote a record-breaking theatrical musical about missionaries.,The South Park co-creator who also wrote and starred in The Book of Mormon.
Matt Stone,"A satirical writer and voice actor who co-created a long-running, foul-mouthed animated series about four elementary school boys in a mountain town.",The South Park co-creator and voice performer behind a satirical animation empire.
Hannibal Buress,"A laid-back stand-up comedian with a dry, rhythmic delivery who played a weird dentist on a comedy series and went viral for a stand-up joke.",The stand-up comedian and actor known for broad observational humor and memorable television appearances.
Tracy Morgan,"An unpredictable, wild comedic actor known for his unhinged character work on late-night sketch television and playing a surreal version of himself on a sitcom.",The Saturday Night Live and 30 Rock comedian known for an unmistakable voice and surreal delivery.
Marlon Brando,"A legendary method actor who revolutionized film acting with his raw, mumbled performances as a boxer in a tank top and a powerful mob patriarch.",The legendary method actor known for A Streetcar Named Desire and The Godfather.
James Dean,A tragic teenage rebel icon of 1950s cinema who defined youth angst in a red jacket before his life was cut short in a sports car crash.,The enduring screen icon who starred in Rebel Without a Cause and East of Eden.
Katt Williams,"A flamboyant, fast-talking stand-up comedian with relaxed hair who wears colorful suits and delivers sharp, energetic commentary on society.",The stand-up comedian and actor known for flamboyant delivery and sharp social observations.
Billy Crystal,"A quick-witted comedian and actor known for his jazz-like hosting of award shows, a famous romantic comedy asking if men and women can just be friends.","The comedian, actor, and host known for When Harry Met Sally and memorable Oscar ceremonies."
Jim Gaffigan,"A clean-cut, pale stand-up comedian who uses an inner high-pitched voice to joke self-deprecatingly about his love of food and large family.","The clean observational comic known for food jokes, deadpan delivery, and television roles."
Chris D'Elia,"A physical stand-up comedian known for his rapid conversational style, physical bits on stage, and playing a eccentric neighbor on television.",The stand-up comedian and actor known for sitcom work and conversational comedy specials.
Theo Von,"A stand-up comedian and podcast host known for his bizarre personal anecdotes, mullet haircut, and unpredictable conversational style.",The comedian and podcast host known for Southern storytelling and This Past Weekend.
Shane Gillis,"A popular stand-up comedian and podcaster known for his sharp historical knowledge, college football humor, and popular sketch comedy series.",The stand-up comedian and podcast host known for sharp impressions and Saturday Night Live appearances.
Henry Rollins,"An intense, muscular punk rock frontman who led a legendary hardcore band before becoming an outspoken spoken-word artist, actor, and travel writer.","The punk frontman, spoken-word performer, and actor known for Black Flag and relentless touring."
Tom Morello,An innovative rock guitarist known for using his electric guitar like a turntable to create unique sound effects for a politically charged band.,The Rage Against the Machine guitarist known for inventive effects and politically charged rock.
Flea,"An energetic, shirtless bass player known for his slap-technique virtuosity, wild stage antics, and co-founding an iconic funk-rock group.",The Red Hot Chili Peppers bassist known for explosive slap playing and energetic stage presence.
Anthony Kiedis,"The charismatic, frequently shirtless frontman of a funk-rock band known for his rapid-fire vocal delivery and songs about his home state.",The Red Hot Chili Peppers singer whose lyrics and stage style helped define alternative rock.
Serj Tankian,"An operatic metal vocalist known for his incredible vocal range, political activism, and leading an alternative metal band with traditional influences.",The System of a Down frontman known for theatrical vocals and politically intense metal.
Corey Taylor,A powerful metal vocalist who wears a horrifying mask on stage with his nine-member band while also fronting a successful unmasked hard rock band.,The Slipknot and Stone Sour frontman known for masked metal performance and powerful vocals.
Jonathan Davis,"A bagpipe-playing, dark metal frontman whose raw, emotional lyrics and scat-singing vocals helped launch the nu-metal genre in the 1990s.",The Korn frontman whose vocal style helped shape the nu-metal era.
Roger Waters,"A conceptual rock songwriter and bassist behind monumental concept albums about wall isolation, dark sides, and societal greed.",The Pink Floyd songwriter and bassist behind concept albums such as The Wall.
Robert Plant,"A golden-haired, soaring rock vocalist whose incredible range and mystical lyrics defined hard rock in the 1970s.",The Led Zeppelin singer known for extraordinary rock vocals and a long solo career.
Jimmy Page,A legendary rock guitarist and producer who used a violin bow on his electric guitar and crafted some of the most iconic riffs in music history.,The Led Zeppelin guitarist and studio innovator behind some of rock's most famous riffs.
David Bowie,"A chameleon-like rock icon who reinvented his music and visual persona across decades, from an alien rockstar to a thin white duke.","The shape-shifting artist behind Ziggy Stardust, Heroes, and decades of reinvention."
Eddie Vedder,A baritone rock frontman known for his climbing of stage rafters in the 1990s and leading one of the most enduring grunge bands in history.,The Pearl Jam frontman known for baritone vocals and anthems such as Alive.
Chris Cornell,A soaring four-octave rock singer whose incredible vocal power and dark songwriting made him one of the defining voices of the 1990s alt-rock movement.,The Soundgarden and Audioslave singer known for a soaring rock voice and songwriting.
Layne Staley,"A tragic vocalist known for his distinct, haunting vocal harmonies and eerie, pain-filled lyrics with a prominent alt-rock group.","The Alice in Chains singer whose dark, powerful vocals became central to grunge."
Kurt Cobain,"A reluctant rock icon whose raw, thrashing guitar and angst-filled songwriting defined the 1990s alternative rock explosion.",The Nirvana frontman whose songwriting and image defined the grunge generation.
Eddie Van Halen,A virtuosic guitar innovator who revolutionized rock music with his two-handed tapping technique and brightly striped custom electric guitars.,The virtuosic Van Halen guitarist who transformed electric-guitar technique.
Marilyn Manson,"A shock-rock performer whose theatrical makeup, dark industrial metal music, and provocative imagery made him a major pop culture lightning rod in the 1990s.",The controversial shock-rock performer known for theatrical industrial metal and elaborate stage imagery.
Kid Cudi,"An influential rapper and singer whose hums, moody melodies, and open lyrics about mental health deeply shaped a generation of modern hip-hop.",The rapper and singer whose introspective melodies influenced modern hip-hop and alternative pop.
Common,"A thoughtful, conscious hip-hop lyricist and actor who won a top film award for a civil rights drama song.",The Chicago rapper and actor known for thoughtful lyrics and roles in films such as Selma.
Killer Mike,"A politically active rap lyricist and community organizer known for his booming voice, sharp social commentary, and hip-hop duo work.",The Run the Jewels rapper and outspoken community advocate known for forceful political commentary.
T.I.,"A self-proclaimed king of a regional rap subgenre known for his articulate vocabulary, rubber-band hit singles, and acting roles.",The Atlanta rapper and actor known for trap-era hits and the film ATL.
Big Boi,A nimble-flowing rap legend who formed one half of a groundbreaking duo while maintaining a successful solo career celebrating funk.,The Outkast rapper known for Southern hip-hop innovation and a long solo career.
Andre 3000,"An eccentric, stylish rap genius and multi-instrumentalist who sang a massive crossover pop hit before stepping away to record ambient flute music.","The Outkast artist celebrated for inventive flows, fashion, and genre-bending musical ideas."
Lil Jon,"A crunk music pioneer and producer famous for his dreadlocks, sunglasses, holding a goblet, and shouting energetic ad-libs.",The Atlanta crunk pioneer known for shouted hooks and the party anthem Yeah!.
Timbaland,"A groundbreaking producer known for his stuttering, futuristic beat production, beatboxing, and crafting hit records for major pop stars.","The producer behind influential pop and R&B records for Missy Elliott, Justin Timberlake, and others."
will.i.am,"A futuristic pop producer, tech enthusiast, and group leader who crafted global dance-pop anthems and invested early in consumer technology.","The Black Eyed Peas member, producer, and technology entrepreneur known for global pop hits."
A$AP Rocky,"A fashionable regional rapper known for combining distinct production with rapid flows, his high-fashion aesthetics, and hit collaborations.",The Harlem rapper and fashion figure known for atmospheric production and high-profile collaborations.
Tyga,"A regional rapper known for his catchy, club-friendly bounce tracks, high-profile relationships, and viral comeback hits.",The rapper known for Rack City and a string of mainstream hip-hop collaborations.
The Kid Laroi,"A young artist from down under who rose to global stardom with emotional, pop-punk-infused rap tracks and a massive chart-topping duet.",The young singer-rapper known for Stay and a rapid rise through streaming-era pop.
Central Cee,"A drill rapper who achieved massive global streaming success with his catchy, clever lyrics, distinctive style, and viral tracks.",The London rapper whose drill-influenced singles became major U.S. and global streaming hits.
J. Cole,"A humble, introspective rap titan known for going multi-platinum with no featured artists, his storytelling, and running an influential record label.",The North Carolina rapper known for introspective albums and Dreamville Records.
Logic,"A fast-flowing rapper known for his technical lyricism, sci-fi concept albums, and a suicide prevention hotline hit song.","The Maryland rapper known for 1-800-273-8255, technical flows, and a science-fiction interest."
Macklemore,An independent rapper who achieved massive global pop success with infectious thrift-shop anthems and socially conscious pop hits.,The Seattle rapper behind Thrift Shop and socially conscious mainstream hip-hop singles.
Chance the Rapper,An independent artist who won major music awards for a free streaming mixtape featuring bright gospel-infused hip-hop.,The Chicago rapper whose independent mixtapes and bright gospel-influenced sound drew wide attention.
Anderson .Paak,"A multi-talented drummer, singer, and rapper with a raspy voice and infectious smile who crafts breezy soul, funk, and contemporary music.","The singer, drummer, and rapper known for Malibu and the Silk Sonic collaboration."
George Michael,"A soul-pop superstar who broke out in a 1980s pop duo before releasing a landmark solo album featuring a leather jacket, acoustic guitar, and stubble.","The Wham! singer and solo star behind Faith, Careless Whisper, and Last Christmas."
Barry Gibb,"A disco-era songwriting icon known for his soaring falsetto vocals, fluffy hair, and writing chart-topping hits for his family band.",The Bee Gees songwriter and singer whose falsetto helped define the disco era.
Andy Gibb,A 1970s teen idol who scored three consecutive number-one hits as a solo pop singer while his older brothers dominated the charts.,The youngest Gibb brother whose solo disco hits included Shadow Dancing.
Harry Connick Jr.,A jazz pianist and crooner who brought big band swing music back into mainstream pop with a classic romantic film soundtrack.,"The singer, pianist, actor, and television personality known for jazz-pop and Broadway work."
Kevin Kline,"A theatrical, award-winning comedic actor known for his physical antics as an insane assassin, playing dual roles, and voicing a cartoon landlord.","The Oscar-winning actor known for A Fish Called Wanda, The Ice Storm, and Broadway work."
Peter Fonda,A counterculture film icon who wore a star-spangled leather jacket on a custom chopper in a landmark 1960s road movie.,The Easy Rider star who became an emblem of counterculture cinema.
Dennis Hopper,"A wild counterculture actor and director who directed a seminal motorcycle road movie and played terrifying, oxygen-mask-wearing film villains.",The actor and filmmaker behind Easy Rider who also played memorable villains in Blue Velvet and Speed.
John Rhys-Davies,A deep-voiced character actor who played a loyal excavator friend to an archaeologist and a battle-axe-wielding dwarf warrior.,The actor known for playing Gimli in The Lord of the Rings and Sallah in Indiana Jones.
John C. McGinley,"An actor famous for playing a fast-talking, sarcastic doctor mentor who called his young protoge by girls' names on a medical sitcom.","The actor known for Scrubs, Platoon, and rapid-fire supporting performances."
John Candy,"A beloved, warm-hearted comedic actor known for playing a chatty shower-curtain-ring salesman traveling with a stressed executive for a holiday.","The beloved comic actor known for Planes, Trains and Automobiles, Uncle Buck, and SCTV."
Peter Sellers,A brilliant comedic chameleon who played multiple roles in a dark nuclear satire and a bumbling police inspector in a famous comedy franchise.,The comic actor famous for playing Inspector Clouseau and multiple roles in Dr. Strangelove.
Rowan Atkinson,A silent physical comedy master who created a global icon in a tweed jacket driving a green mini-car with a teddy bear.,The comic actor behind Mr. Bean and Blackadder.
Michael Palin,A versatile comedic actor from a legendary comedy troupe who went on to become a world-traveling documentary presenter.,The Monty Python performer who became a travel documentarian and author.
Barry Humphries,"A comedian and character actor best known for performing for decades in drag as a flamboyant, lilac-haired housewife dame.",The comedian and actor best known for the flamboyant character Dame Edna.
Michael Bublé,A smooth crooner who popularized classic swing standards and big band holiday music for modern audiences.,"The smooth jazz-pop singer known for standards, big-band arrangements, and holiday albums."
Andrea Bocelli,A blind tenor whose soaring classical crossover voice made him one of the most successful classical recording artists of all time.,The blind Italian tenor whose classical-pop concerts reached huge audiences.
Placido Domingo,A world-renowned opera tenor and conductor who became globally famous as one of three celebrated vocalists performing stadium concerts.,The celebrated tenor and conductor known as one of the Three Tenors.
José Carreras,A celebrated operatic tenor who recovered from illness to join his fellow vocal masters in world-famous stadium concerts.,The tenor known for operatic performances and Three Tenors concerts.
Pavarotti,An iconic operatic tenor with a large physical presence and handkerchief who brought opera to the masses with his soaring renditions.,The booming tenor whose concerts made opera a global pop event.
Yo-Yo Ma,"A virtuosic cellist and child prodigy who has recorded dozens of albums, bridging classical music with global folk traditions.",The cellist whose recordings and collaborations made classical music unusually accessible worldwide.
Barry Manilow,"A pop singer-songwriter and arranger known for his dramatic show tunes, romantic ballads, and a hit song about a tropical nightclub.","The singer-songwriter behind Copacabana and Mandy, with a long Las Vegas career."
James Blunt,A former military officer turned singer-songwriter who scored a massive global hit about seeing an angel on a subway.,The singer-songwriter behind You’re Beautiful and Goodbye My Lover.
Seal,A soulful singer with a distinct raspy voice and facial scars who won multiple awards for a romantic ballad featured on a superhero soundtrack.,"The singer behind Kiss from a Rose and Crazy, known for a powerful soul-pop voice."
Chris Isaak,"A retro rockabilly singer and actor known for his pompadour hairstyle, crooning vocals, and a moody hit featured in a sensual beach music video.",The singer and guitarist behind Wicked Game and a retro-Hollywood performance style.
Billy Ocean,A soul singer who scored massive 1980s pop hits with uplifting dance-pop tunes and romantic movie ballads.,The singer behind Caribbean Queen and a string of polished 1980s pop-soul hits.
Wyclef Jean,"A musician and producer who co-founded a legendary hip-hop trio before enjoying a solo career combining hip-hop, reggae, and pop.",The Fugees member and solo musician known for multilingual hip-hop and guitar-driven songs.
Fabolous,"A rapper known for his clever punchlines, throw-back sports jerseys, and a long streak of early 2000s crossover hits.",The Brooklyn rapper known for clever punchlines and the album series There Is No Competition.
Fetty Wap,"An artist with a distinct eye condition who dominated 2015 radio with a string of melodic, trap-singing radio hits.",The rapper behind Trap Queen whose melodic breakout became a major 2010s hit.
Migos,An influential rap trio who popularized the rapid-fire triplet flow in modern trap music before achieving massive chart hits.,The Atlanta rap group known for popularizing triplet flows and the culture of modern trap.
Jason Mraz,"A breezy, hat-wearing singer-songwriter known for his fast-scatting acoustic pop hits, love songs, and avocado farming.",The singer-songwriter behind I'm Yours and a bright acoustic-pop style.
Michael Franti,"An uplifting singer, musician, and activist who blends reggae, hip-hop, and folk with a barefoot stage persona focused on peace and optimism.",The singer and activist known for uplifting roots-pop songs and Spearhead.
Brandon Flowers,"The stylish, synth-playing frontman of a desert indie rock band known for anthems about a jealous lover and glowing neon visuals.",The Killers frontman known for anthemic indie rock and a theatrical stage presence.
Julian Casablancas,"The leather-jacketed, distorted-voiced frontman of a downtown rock band that spearheaded the early 2000s garage rock revival.",The Strokes frontman whose downtown rock sound helped define the early 2000s revival.
